handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_0beb76e1-8157-5b08-0e86-9b722fbb1ccb,Product,Ø6 Circlip (for P100),,00cc88_4d891ba690674e698efb603414429fe5~mv2.png;00cc88_6208e315960f4dcbab7c9be6cd4e01fb~mv2.png;00cc88_3a93a0d873fa4c029477fcd42e60adb3~mv2.png,Parts - P100 Compatible;Parts - All,02-002-07269,,2,,TRUE,PERCENT,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f229df89-40d2-4346-2877-d0cc66c19d01,Product,P100 Granule Container Landing Skid Clamp Rubber Pad,,00cc88_2dd55ae1348042c4a882de191cf0fa7a~mv2.png;00cc88_8597e89fb2c443728b66f43931c51b1d~mv2.png;00cc88_2762453ef7b746a08ac81e3d74c5717e~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08449,,5,,TRUE,PERCENT,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2a71edd3-5eac-d502-dc17-777a2e87eb2d,Product,P100  Ø11.2 Tube Fitting,,00cc88_a8fd6126fd034a7dbd114201e56b5296~mv2.png;00cc88_f8c3a62b4d9e4641989f59535f7cde17~mv2.png;00cc88_f175d666bf4e4a1490167e635bd494a9~mv2.png,Parts - P100 Compatible;Parts - All,02-001-06330,,5,,TRUE,PERCENT,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c27f9a53-62d4-a629-dcd1-fd0147f4e49b,Product,P100 Spiral Feeder Bearing Seal,,00cc88_e2080e53b73e476ab80a2f91ab935d36~mv2.png;00cc88_7ab69927db1046ca8c7c13af60580032~mv2.png;00cc88_4629c335840942498f5c9e61e46cead4~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07800,,18,,TRUE,PERCENT,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_95d252e1-c53a-a8b7-625a-549458f42ccc,Product,P100 Spreader Motor Cable Organizer,,00cc88_d05e720485b84b8b8e62014e8d74dcd8~mv2.png;00cc88_6f3708d2c15f48138a42edc288a92be0~mv2.png;00cc88_38877e8b7080424cbeae53b703423dd7~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07748,,12,,TRUE,PERCENT,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8bc1b179-9588-d653-6555-4bbdf67455ce,Product,V40 Propeller Spinner (CCW) - Lower Kit,,00cc88_89feb52dabf849b596835b35af5e8873~mv2.png;00cc88_1b9d7f1ed45d498d9936d0b1e6a5bd26~mv2.png;00cc88_c517b5fb4f624f80833458d7d97732a1~mv2.png,Parts - V40 Compatible;Parts - All,14-005-00108,,150,,TRUE,PERCENT,0,4,,59.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2fbd64bb-4764-b89e-50e7-b561651ddd8c,Product,V40 Propeller Spinner (CW) - Lower Kit,,00cc88_83afa9cf9e9c4f57bbd833f97a76f060~mv2.png;00cc88_6b3c89d485b4478f99ee6d508e1cc4e3~mv2.png;00cc88_04ea2ab247a545abb46629d75179de83~mv2.png,Parts - V40 Compatible;Parts - All,14-005-00109,,150,,TRUE,PERCENT,0,5,,59.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8a5563f9-9250-6412-17ae-07647bad168a,Product,2.4G 8dBi LNT Antenna Set,,00cc88_94bd99f86f2740609b44d2994bc93e05~mv2.png;00cc88_80d3eeb904c9493288b3ee6727048bdc~mv2.png;00cc88_6183c7a1c9a643228de02b64c6086044~mv2.png,Accessories (LNT);Parts - All,AS-OA2400ATG8-NJ,,199,,TRUE,PERCENT,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-002-01634,Product,P100 Front Hood,,bb4003_6fa21ffe27994cccbbb9ddadeac63a05~mv2.png;bb4003_d7f2051ed1f145f5b4da0b58b73d0c81~mv2.png;bb4003_6a97922d3fb04a1eb3c7121af088120e~mv2.png,Parts - P100 Compatible;Parts - All,05-002-01634,,160,,TRUE,PERCENT,0,4,,44.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07970,Product,P100 Antenna Cable Organizer,,bb4003_20bfcffde3414bd98544f7dac57332b8~mv2.png;bb4003_055a5cc61aab417ca968a91611f5e088~mv2.png;bb4003_7c865c031bfb428db3a627f1a19a84b3~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07970,,6,,TRUE,PERCENT,0,2,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08076,Product,P100 Front Hood Rack,,bb4003_460a9ec87f234ec0843df6a47b006911~mv2.png;bb4003_5856f8ca5e704528aa62ec370f9e285b~mv2.png;bb4003_4258e2a6481740c8a701daebedf3ef2a~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08076,,12,,TRUE,PERCENT,0,4,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07397,Product,P100 Front Hood Clip (Rear),,bb4003_c85ddaf0e4e34d6cb983668fc470558b~mv2.png;bb4003_a4cc4321192d42818cfb292d38b98136~mv2.png;bb4003_bb146b7d5b92419ba2cbe2a091b6c6a3~mv2.png,Parts - All,02-001-07397,,5,,TRUE,PERCENT,0,2,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08155,Product,P100 Front Cable Organizer (Large),,bb4003_3f455bf761714254a12f8ad53a79277b~mv2.png;bb4003_4bf3ba91ea7d422b85dc08224a7da2a2~mv2.png;bb4003_77f7dd28ef0a4a018cb38417e61e335e~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08155,,6,,TRUE,PERCENT,0,2,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08157,Product,P100 Fuselage Front Compartment Frame,,bb4003_b077dcc6f17a4ed1b84b8115cb32bd0b~mv2.png;bb4003_31947fe1b9d74413ae14bdeeebf0d374~mv2.png;bb4003_d33ea2fb7437423e8a838de789147a00~mv2.png,Parts - All;Parts - P100 Compatible,02-001-08157,,270,,TRUE,AMOUNT,20,2,,79.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08239,Product,P100 Front Cable Organizer (Small),,bb4003_4b5869199e584583bc0a4c4450f8fe10~mv2.png;bb4003_36b803ba32cf4430a388b226e66a3a0c~mv2.png;bb4003_1d4b0aa14445483790c16873b79d3e91~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08239,,5,,TRUE,PERCENT,0,4,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07399,Product,P100 Front Hood Clip (Front),,bb4003_6819d8439e274eb790d70119e36db68a~mv2.png;bb4003_1998d9841386481482ea336f02797d4f~mv2.png;bb4003_efb28a0633334660be17e7563ec69626~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07399,,5,,TRUE,PERCENT,0,3,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07999,Product,P100 Front Rack Bracket (Left),,bb4003_c9020dd43bfc41708c9acac66d18aca7~mv2.png;bb4003_da4d03cb06ce40af812b9d962efd9a26~mv2.png;bb4003_996d5e62fdb246ff8b861bc73bb455a8~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07999,,10,,TRUE,PERCENT,0,2,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-002-09969,Product,P100 Front Rack,,bb4003_c9666cf7ce4349d6875829704f1de192~mv2.png;bb4003_9e9a1e9fb75741cc82d1cf89e9fd5b4a~mv2.png;bb4003_f9f65ca820af43239aba601b4597936a~mv2.png,Parts - P100 Compatible;Parts - All,02-002-09969,,80,,TRUE,PERCENT,0,0,,31.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00005,Product,P30 V40 P100 Optical Flow Lens Shade,,,Parts - P100 Compatible;Parts - P30 Compatible;Parts - V40 Compatible;Parts - All,14-005-00005,,10,,FALSE,PERCENT,0,0,,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08154,Product,P100 Dynamic Radar Bracket,,bb4003_3da241e8badd41c2967c07bd3cdeda04~mv2.png;bb4003_3a51b4dd1d9640dc9c90239085581879~mv2.png;bb4003_3bf958fd7a914bf3917c270a08c99466~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08154,,25,,TRUE,PERCENT,0,2,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08000,Product,P100 Front Rack Bracket (Right),,bb4003_b4b102ce3a034965a9ef7cffa5396885~mv2.png;bb4003_f2a56de624744394ab50b81624ea2983~mv2.png;bb4003_8372cebef74d429580bac6d5dc9a8c7a~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08000,,10,,TRUE,PERCENT,0,3,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-002-01265,Product,P100 Terrain Module,,bb4003_2265f25976f24a498e4b3c255ec6b6cc~mv2.png;bb4003_2e9ebcd8c5bc40cb9962ab58e3a03176~mv2.png;bb4003_9bf143a9ae514f5e9854d03d5a4ed135~mv2.png,Parts - P100 Compatible;Parts - All,05-002-01265,,1700,,TRUE,AMOUNT,340,2,,378.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-002-01262,Product,P100 UPS Module,,bb4003_49cfa63d4328495a9bb67672c97ee643~mv2.png;bb4003_bab5101da93a4954969a0a19a7da320d~mv2.png;bb4003_adfe59a479db421dbbd4639e685be2ab~mv2.png,Parts - P100 Compatible;Parts - All,05-002-01262,,470,,TRUE,AMOUNT,120,2,,174.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-002-01590,Product,P100 FC (Flight Controller),,bb4003_b243ca19da0c4215b3b6abcf90353885~mv2.png;bb4003_31e00e270a6547ef8358a74f8a59543d~mv2.png;bb4003_453d058c86c94aa48a2325065cadd81e~mv2.png,Parts - P100 Compatible;Parts - All,05-002-01590,,6000,,TRUE,AMOUNT,1200,0,,3082.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-002-01589,Product,P100 4D Imaging Radar (Dynamic Radar),,bb4003_775d98281d0644419d3862af283a0544~mv2.png;bb4003_e0b56460e6824eb98bac361767afeac1~mv2.png;bb4003_436635d6cbaf46b188f25bb29f7f3b50~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,05-002-01589,,3800,,TRUE,PERCENT,0,1,,1652.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-002-01349,Product,P100 FPV Camera,,bb4003_5e532fce5dfe4f02b19a175a0d284646~mv2.png;bb4003_f02faec16b614ded9c5f11357666f6fb~mv2.png;bb4003_54c0a9f077e34312925e4bbe9d30dae0~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,05-002-01349,,950,,TRUE,AMOUNT,190,2,,337.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08009,Product,P100 Battery Socket Upper Housing,,00cc88_8c42711911664319a7871373ec3def36~mv2.png;00cc88_0389f6b4889c4cb19c424c397f1d0fa8~mv2.png;00cc88_29caa3870f3f4b50a9736c16c8f5f892~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08009,,15,,FALSE,PERCENT,0,1,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-002-09098,Product,P100 Tail Frame Beam,,bb4003_b2f38c3dbc03491bb218b648c18a9d99~mv2.png;bb4003_4142230590fc40fe86420868f2059d2e~mv2.png;bb4003_58b0941c238f43bb8610cc16317dea32~mv2.png,Parts - P100 Compatible;Parts - All,02-002-09098,,55,,TRUE,PERCENT,0,4,,15.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00006,Product,V40 P100 Battery Guide Kit (incl Rubber Buffers),,00cc88_ff03b879bb964b0e898b141536210a90~mv2.png;00cc88_1de8975d6df64683bf8ce5529303c0bc~mv2.png;00cc88_125f39ec9092489795814a54d9e14aee~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,14-005-00006,,12,,FALSE,PERCENT,0,5,,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08078,Product,V40 P100 Battery Guide Rubber Buffer,,bb4003_656346ae2f5948babc221fbfb1e0fee2~mv2.png;bb4003_6fbfd25b97e04040a1e45a580df50f90~mv2.png;bb4003_8b9ef3077e184daba44d2590ce8b4243~mv2.png,Parts - P100 Compatible;Parts - V40 Compatible;Parts - All,02-001-08078,,5,,TRUE,PERCENT,0,5,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08194,Product,P100 Tail Frame,,bb4003_803841b6f0494629b8f59bdc43ef9671~mv2.png;bb4003_f917d8978baa41f391a7288c44ca25ba~mv2.png;bb4003_d5cf0c9b336d46ed9f9b463f4ddc815c~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08194,,480,,TRUE,AMOUNT,90,1,,217.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08462,Product,P100 Battery Socket Lower Housing,,00cc88_fe222dbb948f4b6d88f26306e0c18f7c~mv2.png;00cc88_9ffb68cc902a4527b52922d4343f28f5~mv2.png;00cc88_cf7f1a06b4c74b89944ac20780eb76f8~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08462,,15,,FALSE,PERCENT,0,1,,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07518,Product,P100 Fuselage Handle 4G Antenna Bracket (Type A),,bb4003_2da4a41a54ba4d3cb582235cdcc21a62~mv2.png;bb4003_7f74ea99a79c4816b604c691036cff6f~mv2.png;bb4003_f3cd3f3b824a4d2f9bcbb619d2332900~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07518,,10,,TRUE,PERCENT,0,4,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-002-09456,Product,P100 U-Type Hook,,00cc88_51cdffb8ee0945c2a2b138f882c5eeac~mv2.png;00cc88_4a1b1574f8994198bbb1015cb81a1aad~mv2.png;00cc88_6905d2b49adf4c47914e581916b7753b~mv2.png,Parts - P100 Compatible;Parts - All,02-002-09456,,15,,TRUE,PERCENT,0,10,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07657,Product,P100 Fuselage Side Panel,,bb4003_095daf820be54edcb4f1b003d0c19b02~mv2.png;bb4003_084c822ae9774abb869c3c353e48823d~mv2.png;bb4003_ab408c8ea8ab4714beb9425e34d8cd9c~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07657,,6,,TRUE,PERCENT,0,2,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-002-09829,Product,P100 Application System Releasable Hook Pin,,bb4003_daef3e01fd1d4c56a6ee561155099978~mv2.png;bb4003_2e16c40e1a6848fe81b74536960f9131~mv2.png;bb4003_9cd8d2184e3540ecb502f5037c88cb4f~mv2.png,Parts - P100 Compatible;Parts - All,02-002-09829,,18,,TRUE,PERCENT,0,4,,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07658,Product,P100 RTK & Radio Antenna Bracket,,bb4003_1c3d983b3f59466094df32cf54c95743~mv2.png;bb4003_22986c7d1ba74b808f9502e935ab2f1c~mv2.png;bb4003_7a16a8661999455792890199a7501805~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07658,,6,,TRUE,PERCENT,0,4,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00021,Product,P100 Main Fuselage,<p>Two units are required in one aircraft.</p>,bb4003_53ff5ec143e344899f38b568fe06bd4d~mv2.png;bb4003_71a35d737b4940efaf64a13b46e081f8~mv2.png;bb4003_e47705faf0624beb8e7ffd41bdf97d1c~mv2.png,Parts - P100 Compatible;Parts - All,14-005-00021,,700,,TRUE,AMOUNT,170,10,,347.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-027-02338,Product,P100 Application System Main Connect Cable,,bb4003_84106b7b23f943328812196a59095675~mv2.png;bb4003_dc5e52a0bbdd4a989bb90d6d9488cce2~mv2.png;bb4003_76adb8f28f974269ba8597a612cef881~mv2.png,Parts - P100 Compatible;Parts - All,01-027-02338,,70,,TRUE,PERCENT,0,29,,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-002-09897,Product,P100 Main Fuselage Beam,,bb4003_e13a860c62e9497ab46f34657c3783f0~mv2.png;bb4003_f29abea732ca4c2880dd6bf29af6f6c1~mv2.png;bb4003_c18607a351304c379a14975ab6f42e84~mv2.png,Parts - P100 Compatible;Parts - All,02-002-09897,,180,,TRUE,PERCENT,0,2,,60.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-08156,Product,P100 Central Hood,,bb4003_e82483a6d11f402a981ee8c2b080eb12~mv2.png;bb4003_99d95a5b8ad6489eb87ad9bdc23a577d~mv2.png;bb4003_409630873ee14f21be3be873f9a0f8b9~mv2.png,Parts - P100 Compatible;Parts - All,02-001-08156,,28,,TRUE,PERCENT,0,2,,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07519,Product,P100 Fuselage Handle 4G Antenna Bracket (Type B),,bb4003_e7bad8a9b6bb4ec0b72eefd331c9225c~mv2.png;bb4003_872aa25ce00446be89aec1819c8bc356~mv2.png;bb4003_860de9ab355f42ea9a5908beedee9ff8~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07519,,10,,TRUE,PERCENT,0,4,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07517,Product,P100 Fuselage Handle,,bb4003_383d6e5b296c47149b1bad6368ffff1a~mv2.png;bb4003_92e81619735446b39bbcf179ac482d08~mv2.png;bb4003_6010a635fbd74129ac8ac5fcc0758ff6~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07517,,25,,TRUE,PERCENT,0,4,,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-001-07520,Product,P100 Fuselage Handle 4G Antenna Bracket Cable Clip,,bb4003_8da776d8bc7c43d599a2c066494b913f~mv2.png;bb4003_ef8f3a6cfcd64a2cacabda7ac57b82cb~mv2.png;bb4003_453d881721734feb8f2033a379e78a28~mv2.png,Parts - P100 Compatible;Parts - All,02-001-07520,,5,,TRUE,PERCENT,0,4,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00026,Product,P100 Airframe Hasp,,bb4003_4cad3ca2933c458cbc54f85b42a6c864~mv2.png;bb4003_90b9245b18894e14a52aa9b37a0651bc~mv2.png;bb4003_a52f6a6a15d3467aaeb0c8ca26c1da9b~mv2.png,Parts - P100 Compatible;Parts - All,14-005-00026,,155,,TRUE,PERCENT,0,63,,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-005-00022,Product,P100 Airframe Hasp Bracket,,bb4003_b0530a03044d4a5484e89e1dc5cdb960~mv2.png;bb4003_acb4be73c66049b2ae9527d9087aa64a~mv2.png;bb4003_8d411d04bd214df7b65c5e59a242be5d~mv2.png,Parts - P100 Compatible;Parts - All,14-005-00022,,175,,TRUE,PERCENT,0,4,,67.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
